id,title,original_title,overview,original_language,adult,popularity,release_date,vote_average,vote_count
1315772,Minions & Monsters,Minions & Monsters,"This is the rambunctious, ridiculous and totally true story of how the Minions conquered Hollywood, became movie stars, lost everything, unleashed monsters onto the world and then banded together to try and save the planet from the mayhem they had just created.",en,False,267.0638,2026-06-24,6.4,262.0
1084244,Toy Story 5,Toy Story 5,"When Bonnie receives a Lilypad tablet as a gift and becomes obsessed, Buzz, Woody, Jessie and the rest of the gang's jobs become exponentially harder when they have to go head to head with the all-new threat to playtime.",en,False,305.5265,2026-06-17,7.414,769.0
1101383,The End of Oak Street,The End of Oak Street,"After a mysterious cosmic event rips Oak Street from suburbia and transports their neighborhood to someplace unknown, the Platt family soon discovers that their very survival depends on them sticking together as they navigate their now unrecognizable surroundings.",en,False,37.4034,2026-08-12,8.3,3.0
1728056,Big Chicken: A Fast Food Conspiracy,Big Chicken: A Fast Food Conspiracy,"In a bold 28-day experiment, comedian Mo Gilligan tours the UK and US on a fried chicken diet to uncover the impact of the craving — and industry behind it.",en,False,7.9867,2026-08-05,3.5,2.0
1284465,The Death of Robin Hood,The Death of Robin Hood,"Grappling with his past after a life of crime and murder, Robin Hood finds himself gravely injured after a battle he thought would be his last. In the hands of a mysterious woman, he is offered a chance at salvation.",en,False,327.9562,2026-06-18,6.5,163.0
1273221,Scary Movie,Scary Movie,"Twenty-six years after outrunning a suspiciously familiar masked killer, the Core Four are back in the killer's crosshairs and no horror movie IP is safe.",en,False,186.8328,2026-06-03,6.489,1468.0
687163,Project Hail Mary,Project Hail Mary,"Science teacher Ryland Grace wakes up on a spaceship light years from home with no recollection of who he is or how he got there. As his memory returns, he begins to uncover his mission: solve the riddle of the mysterious substance causing the sun to die out. He must call on his scientific knowledge and unorthodox ideas to save everything on Earth from extinction.",en,False,152.8479,2026-03-15,8.659,6809.0
1500890,Lockbox,Lockbox,"A woman puts her life on the line to protect her troubled, enigmatic cousin, Winthrop, who has been targeted and hunted by a powerful supernatural force.",en,False,12.0804,2026-07-02,7.2,6.0
1404304,The Isolate Thief,The Isolate Thief,A young woman struggles to conceal the gold she stole from a group of violent outlaws who have seized control of her remote outpost.,en,False,25.389,2026-07-10,7.273,11.0
1291595,Insidious: Out of the Further,Insidious: Out of the Further,"Gemma, a young mother raising her daughter in the house she grew up in, discovers she can travel into The Further, where she possesses an ability to bring what lives there back to the real world.",en,False,18.874,2026-08-19,0.0,0.0
1108427,Moana,Moana,"Teenage Moana answers the Ocean's call and, for the first time, voyages beyond the reef of her island of Motunui with infamous demigod Maui on an unforgettable journey to restore prosperity to her people.",en,False,271.35,2026-07-08,5.919,172.0
454639,Masters of the Universe,Masters of the Universe,"After being separated for 15 years, the Sword of Power leads Prince Adam back to Eternia, where he discovers his home shattered under the fiendish rule of Skeletor. To save his family and his world, Adam must join forces with his closest allies, Teela and Duncan/Man-At-Arms, and embrace his true destiny as He-Man — the most powerful man in the universe.",en,False,322.8164,2026-06-03,7.2,1602.0
1564614,Leviticus,Leviticus,Two teenage boys must escape a violent entity that takes the form of the person they desire most:  each other.,en,False,168.7745,2026-06-17,6.3,112.0
1375441,Primetime,Primetime,"In 2006, To Catch a Predator host Chris Hansen sets out to make television history.",en,False,4.6433,2026-09-23,0.0,0.0
1421594,Inside the Trustor Scandal,Trustorhärvan,"For the first time since 1997, Joachim Posener finally emerges from hiding and allows himself to be interviewed about his life and the Trustor affair. Twenty-seven years ago, he disappeared without a trace, and ever since, he has been on the international most wanted list. Now, Karin af Klintberg searches for him to find out how he lives and where he's been hiding all these years. But perhaps above all, to uncover what everyone is wondering: Was he guilty? Through new and opposing testimonies from never-before-heard voices, Karin simultaneously continues the search for the truth about the coup. How could five people swindle 600 million kr and still go free? And where did the money actually go?",sv,False,5.9459,2026-08-05,6.0,1.0
1433367,One Night Only,One Night Only,Two love-starved strangers crash into each other on the one night of the year when single people are allowed to have sex.,en,False,17.8189,2026-07-28,7.375,8.0
1003596,Avengers: Doomsday,Avengers: Doomsday,Beloved heroes from three distinct universes are set on a deadly collision course and face an existential threat unlike anything they've ever encountered.,en,False,62.1376,2026-12-16,0.0,0.0
1383154,The Eyes,눈동자,"Seo-jin, a renowned photographer, is shattered by the sudden and mysterious death of her twin sister and sets out to uncover the truth. As her investigation deepens, an unseen presence begins to close in, twisting reality and driving her into a spiral of paranoia as her vision fades away. Now trapped in encroaching darkness, Seo-jin faces a terrifying revelation that shatters everything she thought she knew.",ko,False,3.2492,2026-06-24,6.5,4.0
936075,Michael,Michael,"The story of Michael Jackson, one of the most influential artists the world has ever known, and his life beyond the music. His journey from the discovery of his extraordinary talent as the lead of the Jackson Five, to the visionary artist whose creative ambition fueled a relentless pursuit to become the biggest entertainer in the world, highlighting both his life off-stage and some of the most iconic performances from his early solo career.",en,False,104.2249,2026-04-22,8.7,3879.0
1481343,The Devil's Mouth,The Devil's Mouth,"A group of college friends' Thailand adventure turns deadly when they become trapped in submerged caves with a dangerous predator. As oxygen runs low, past conflicts emerge in their desperate fight for survival.",en,False,291.9931,2026-07-29,6.509,470.0
1314481,The Devil Wears Prada 2,The Devil Wears Prada 2,"Andy Sachs returns to Runway as Miranda Priestly navigates a new media landscape and Runway's position within. The duo reconnect with former assistant Emily Charlton, now the head of a luxury brand that possesses funding which could ensure Runway's survival.",en,False,135.9877,2026-04-29,7.096,1929.0
1315772,Minions & Monsters,Minions & Monsters,"This is the rambunctious, ridiculous and totally true story of how the Minions conquered Hollywood, became movie stars, lost everything, unleashed monsters onto the world and then banded together to try and save the planet from the mayhem they had just created.",en,False,267.0638,2026-06-24,6.4,262.0
1318413,Pressure,Pressure,"In the tense 72 hours before D-Day, and the fate of the free world hanging in the balance, General Dwight D. Eisenhower and Captain James Stagg face an impossible choice—launch the largest and most dangerous seaborne invasion in history or risk losing the war altogether.",en,False,23.8636,2026-05-25,7.7,254.0
1204680,Coyote vs. Acme,Coyote vs. Acme,"After Acme products fail him one too many times in his dogged pursuit of the Roadrunner, Wile E. Coyote decides to hire a billboard lawyer to sue the Acme Corporation.",en,False,12.93,2026-08-20,0.0,0.0
1284041,The Last House,The Last House,A family suddenly sealed inside their home must work together to survive against dwindling resources and the ominous threat keeping them trapped.,en,False,8.3094,2026-08-07,0.0,0.0
964849,Nightborn,Yön lapsi,"In Finnish forest, Saga and her husband Jon embark on a new chapter as parents. But Saga's joy is overshadowed by a chilling suspicion about their newborn, unbeknownst to Jon, causing a rift as she alone grapples with the disturbing truth.",fi,False,20.7812,2026-07-01,6.4,24.0
1419406,The Shadow's Edge,捕风追影,Macau Police brings the tracking expert police officer out of retirement to help catch a dangerous group of professional thieves.,zh,False,57.8876,2025-08-16,7.9,1067.0
1122573,In the Grey,In the Grey,"A covert team of elite operatives are living in the shadows. When a ruthless despot steals a billion-dollar fortune, they're sent to take it back—an impossible heist that erupts into a deadly game of strategy, deception and survival.",en,False,54.2741,2026-05-13,7.549,662.0
1325734,The Drama,The Drama,A happily engaged couple is put to the test when an unexpected turn sends their wedding week off the rails.,en,False,48.933,2026-04-01,6.9,1476.0
83533,Avatar: Fire and Ash,Avatar: Fire and Ash,"In the wake of the devastating war against the RDA and the loss of their eldest son, Jake Sully and Neytiri face a new threat on Pandora: the Ash People, a violent and power-hungry Na'vi tribe led by the ruthless Varang. Jake's family must fight for their survival and the future of Pandora in a conflict that pushes them to their emotional and physical limits.",en,False,92.1195,2025-12-17,7.636,4057.0
1437939,Cocorico 2,Cocorico 2,DNA tests before Alice and François's wedding reveal their fathers - an aristocrat and car dealer - aren't as French as they thought.,fr,False,3.0601,2026-04-08,5.194,18.0
1226863,The Super Mario Galaxy Movie,The Super Mario Galaxy Movie,"Having thwarted Bowser's previous plot to marry Princess Peach, Mario and Luigi now face a fresh threat in Bowser Jr., who is determined to liberate his father from captivity and restore the family legacy. Alongside companions new and old, the brothers travel across the stars to stop the young heir's crusade.",en,False,89.7386,2026-04-01,8.256,3362.0
83533,Avatar: Fire and Ash,Avatar: Fire and Ash,"In the wake of the devastating war against the RDA and the loss of their eldest son, Jake Sully and Neytiri face a new threat on Pandora: the Ash People, a violent and power-hungry Na'vi tribe led by the ruthless Varang. Jake's family must fight for their survival and the future of Pandora in a conflict that pushes them to their emotional and physical limits.",en,False,92.1195,2025-12-17,7.636,4057.0
1430077,Hokum,Hokum,"When novelist Ohm Bauman retreats to a remote inn to scatter his parents' ashes, he is consumed by tales of a witch haunting the honeymoon suite. Disturbing visions and a shocking disappearance forces him to confront dark corners of his past.",en,False,30.087,2026-04-29,6.932,655.0
1363387,Saccharine,Saccharine,"After succumbing to an obscure weight-loss craze involving the eating of human ashes, lovelorn medical student Hana finds herself haunted by the ghost of the person she's eating.",en,False,18.9528,2026-05-22,6.7,92.0
1228710,The Mandalorian and Grogu,The Mandalorian and Grogu,"The evil Empire has fallen, and Imperial warlords remain scattered throughout the galaxy. As the fledgling New Republic works to protect everything the Rebellion fought for, they have enlisted the help of legendary Mandalorian bounty hunter Din Djarin and his young apprentice Grogu.",en,False,98.6426,2026-05-20,7.444,1143.0
1185806,PAW Patrol: The Dino Movie,PAW Patrol: The Dino Movie,"The Paw Patrol lands on a mysterious dinosaur island after a storm, where they meet Rex, a stranded pup. When Humdinger's reckless mining triggers a volcano, the team faces their biggest rescue mission yet to save the island.",en,False,24.1435,2026-07-23,7.0,11.0
950028,The Invite,The Invite,"Joe and Angela’s marriage is on thin ice. When they invite their enigmatic upstairs neighbors for a dinner party, the night spirals into unexpected places. Have they reignited the spark or lit the match that burns it all down?",en,False,28.6415,2026-06-25,7.7,120.0
1361774,The Dink,The Dink,"Desperate to save a struggling country club and earn his father's respect, a washed-up tennis pro is compelled to break a sacred vow and do the unthinkable: play pickleball.",en,False,29.1109,2026-07-23,6.212,85.0
1170608,Dune: Part Three,Dune: Part Three,Emperor Paul Atreides faces the fallout from his ascent to power as political plots and a galaxy-wide holy war endanger the future only he can see.,en,False,16.139,2026-12-16,0.0,0.0
1515729,Blast,Blast,A seemingly ordinary family must unleash their hidden martial arts skills when they clash with a ruthless criminal gang tied to corruption and violence.,ta,False,12.6937,2026-05-28,6.864,33.0
675871,Super Troopers 3,Super Troopers 3,"When Farva's over-the-top Indian engagement to Thorny's sister spirals into chaos, the Super Troopers must navigate Thorny's schemes to break up the relationship, all while trying to bring down a pernicious new drug ring.",en,False,7.9106,2026-08-06,0.0,0.0
1302904,Practical Magic 2,Practical Magic 2,The Owens sisters must confront the dark curse that threatens to unravel their family once and for all.,en,False,5.6786,2026-09-09,0.0,0.0
1280738,The Furious,火遮眼,"After a criminal network kidnaps Wang Wei's daughter and the corrupt police refuse to assist him, Wei sets out on his own to locate her. Navin, a tenacious journalist whose wife has mysteriously vanished, is his only ally. In this explosive martial arts showdown, the unlikely duo fights the kidnappers ruthlessly driven by a furious vengeance.",zh,False,96.6155,2026-06-10,7.337,288.0
1153576,Street Fighter,Street Fighter,"In 1993, estranged Street Fighters Ryu and Ken Masters are thrown back into combat when the mysterious Chun-Li recruits them for the next World Warrior Tournament: a brutal clash of fists, fate, and fury. But behind this battle royale lies a deadly conspiracy that forces them to face off against each other and the demons of their past. And if they don't, it's GAME OVER!",en,False,8.4167,2026-10-14,0.0,0.0
791523,Wildwood,Wildwood,"Prue and her classmate Curtis are drawn into a forbidden magical forest filled with enchanted creatures, loyal allies, and formidable adversaries as they embark on a desperate quest to save Prue’s kidnapped baby brother, Mac, from the crows led by a mysterious woman named Alexandra.",en,False,7.9534,2026-10-22,0.0,0.0
1240889,Teenage Sex and Death at Camp Miasma,Teenage Sex and Death at Camp Miasma,"After years of slapdash sequels and waning fandom, the Camp Miasma slasher franchise is handed over to an enthusiastic young director for resurrection. But when she visits the original's star, a now-reclusive actress shrouded in mystery, the two women fall into a blood-soaked world of desire, fear, and delirium.",en,False,12.5571,2026-08-06,9.2,3.0
1439930,The Punisher: One Last Kill,The Punisher: One Last Kill,"As Frank Castle searches for meaning beyond revenge, an unexpected force pulls him back into the fight.",en,False,83.0101,2026-05-12,8.3,2000.0
1311031,Demon Slayer: Kimetsu no Yaiba Infinity Castle,劇場版「鬼滅の刃」無限城編 第一章 猗窩座再来,"The Demon Slayer Corps are drawn into the Infinity Castle, where Tanjiro, Nezuko, and the Hashira face terrifying Upper Rank demons in a desperate fight as the final battle against Muzan Kibutsuji begins.",ja,False,164.4249,2025-07-18,8.642,1658.0
1630409,The Debt Collector,คนเดือดทวงแค้น,"Tormented by past mistakes and a terminal diagnosis, an ex-debt collector returns to the underworld to protect the victims of a violent organization.",th,False,148.1592,2026-07-20,7.6,64.0
1451486,Uyir,ഉയിർ,"Follows Ajeeb, a sub-inspector serving his probationary period at the Dharmadam Police Station in Kannur district, based on real incidents.",ml,False,6.9367,2026-06-26,0.0,0.0
931285,Mortal Kombat II,Mortal Kombat II,"The fan favorite champions—now joined by Johnny Cage himself—are pitted against one another in the ultimate, no-holds barred, gory battle to defeat the dark rule of Shao Kahn that threatens the very existence of the Earthrealm and its defenders.",en,False,91.7727,2026-05-06,7.907,2281.0
1240889,Teenage Sex and Death at Camp Miasma,Teenage Sex and Death at Camp Miasma,"After years of slapdash sequels and waning fandom, the Camp Miasma slasher franchise is handed over to an enthusiastic young director for resurrection. But when she visits the original's star, a now-reclusive actress shrouded in mystery, the two women fall into a blood-soaked world of desire, fear, and delirium.",en,False,12.5571,2026-08-06,9.2,3.0
1061474,Superman,Superman,"Superman, a journalist in Metropolis, embarks on a journey to reconcile his Kryptonian heritage with his human upbringing as Clark Kent.",en,False,46.4781,2025-07-09,7.323,5201.0
1337438,Unidentified,المجهولة,"The body of a teenage girl is found in the heart of the desert, he raised many questions about the girl's personality, the lady decides to search for the circumstances of the crime and collect information about the unknown body, and solves the mystery surrounded by the crime.",ar,False,4.1342,2026-06-19,7.0,2.0
1248832,Digger,Digger,The most powerful man in the world embarks on a frantic mission to prove he is humanity's savior before the disaster he's unleashed destroys everything.,en,False,9.263,2026-09-30,0.0,0.0
1744462,Grand Theft Auto VI: An Extended Look,Grand Theft Auto VI: An Extended Look,"See an extended look at ""Grand Theft Auto VI"", the next evolution in the groundbreaking ""Grand Theft Auto"" series.",en,False,0.0,2026-08-27,0.0,0.0
1291335,Solo Mio,Solo Mio,"After Matt's dreams of a picturesque Italian wedding are shattered when his fiancée leaves him at the altar, he embarks on his planned honeymoon across Italy alone, immersing himself in the country's vibrant culture, food, and beauty, meeting Gia along the way.",en,False,13.4202,2026-02-05,7.5,233.0
1458215,The Gentleman Thief,The Gentleman Thief,"A retired master thief must protect his impulsive brother from disaster when a 100 million dollar yacht heist spirals into a dangerous web of deception. Old foes emerge as the stakes rise, forcing him to use every trick he knows to stay alive.",en,False,16.2622,2026-07-31,6.3,15.0
1301421,The Sheep Detectives,The Sheep Detectives,"George Hardy is a shepherd who reads detective novels to his beloved sheep every night, assuming they can't possibly understand. But when a mysterious incident disrupts life on the farm, the sheep realize they must become the detectives. As they follow the clues and investigate human suspects, they prove that even sheep can be brilliant crime-solvers.",en,False,48.5443,2026-04-30,7.923,1320.0
1469342,Her Private Hell,Her Private Hell,"When a mysterious mist engulfs a futuristic metropolis, unleashing a deadly and elusive entity, a troubled young woman searches for her father. Her quest collides with an American GI on a harrowing odyssey to rescue his daughter from Hell.",en,False,69.4766,2026-07-23,5.371,31.0
1381027,Good Boy,Good Boy,"Tommy, a volatile 19-year-old, revels in drugs, parties and violence. After getting separated from his friends on a drunken bender, he is abducted by a shadowy figure. He wakes to find himself imprisoned in the basement of a remote Yorkshire house, inhabited by a very strange family. But what unfolds is not what he could possibly expect.",en,False,22.743,2026-03-06,7.2,196.0
1159559,Scream 7,Scream 7,"When a new Ghostface killer emerges in the quiet town where Sidney Prescott has built a new life, her darkest fears are realized as her daughter becomes the next target. Determined to protect her family, Sidney must face the horrors of her past to put an end to the bloodshed once and for all.",en,False,38.9349,2026-02-25,6.239,1203.0
1304313,Lee Cronin's The Mummy,Lee Cronin's The Mummy,"The young daughter of a journalist disappears into the desert without a trace—eight years later, the broken family is shocked when she is returned to them, as what should be a joyful reunion turns into a living nightmare.",en,False,73.9065,2026-04-15,7.9,2442.0
1740877,Storm on Sesame Street,Storm on Sesame Street,"In the Storm on Sesame Street special, Elmo and his friends work together to get ready for a big storm, learning how to be prepared, have courage, and calm their bodies and minds when things feel scary. After the storm passes, Sesame Street looks different, and everyone pitches in to help their neighbors rebuild their homes. With the help of the neighborhood, including celebrity guests Post Malone and Michelle Buteau, Elmo and Abby set out to make a difference, and discover that small acts of kindness, and support from friends, can make the biggest difference of all.",en,False,23.514,2026-08-03,0.0,0.0
1396749,Wild Sing,와일드 씽,"Twenty years after a scandal tears apart a popular 2000s K‑pop trio, the three reunite for a one-off gig — if they can overcome one snag after another.",ko,False,25.9935,2026-06-03,5.941,17.0
949838,72 HOURS,72 HOURS,"To save his career, a 40-year-old ad exec joins a crew of twentysomethings for a wild Miami bachelor party after they mistakenly add him to a group chat.",en,False,91.2971,2026-07-20,6.788,271.0
1698575,"Snoopy Presents: There's No Place Like Home, Snoopy","Snoopy Presents: There's No Place Like Home, Snoopy","When Snoopy's beloved doghouse goes missing, he tries to track it down, and learns what makes a house feel like home.",en,False,32.7039,2026-07-30,7.955,22.0
1084242,Zootopia 2,Zootopia 2,"After cracking the biggest case in Zootopia's history, rookie cops Judy Hopps and Nick Wilde find themselves on the twisting trail of a great mystery when Gary De'Snake arrives and turns the animal metropolis upside down. To crack the case, Judy and Nick must go undercover to unexpected new parts of town, where their growing partnership is tested like never before.",en,False,74.5617,2025-11-26,7.68,3209.0
1058424,Hope,호프,"In the remote South Korean village of Hope Harbor, police chief Bum-seok and officer Sung-ae are called to investigate a mysterious creature wreaking havoc on the community. But all is not as it seems, and perceptions can be misleading. What begins as ignorance plants the seed of disaster, escalating through human conflict into a tragedy of cosmic proportions.",ko,False,21.1591,2026-07-15,8.1,19.0
1288445,Mutiny,Mutiny,"After witnessing his billionaire boss' murder and being framed for the crime, Cole Reed boards a cargo ship on a one-man crusade to avenge his boss' death only to discover an international conspiracy.",en,False,15.5675,2026-08-19,0.0,0.0
617126,The Fantastic 4: First Steps,The Fantastic 4: First Steps,"Against the vibrant backdrop of a 1960s-inspired, retro-futuristic world, Marvel's First Family is forced to balance their roles as heroes with the strength of their family bond, while defending Earth from a ravenous space god called Galactus and his enigmatic Herald, Silver Surfer.",en,False,56.7116,2025-07-23,6.954,3620.0
1061474,Superman,Superman,"Superman, a journalist in Metropolis, embarks on a journey to reconcile his Kryptonian heritage with his human upbringing as Clark Kent.",en,False,46.4781,2025-07-09,7.323,5199.0
1248832,Digger,Digger,The most powerful man in the world embarks on a frantic mission to prove he is humanity's savior before the disaster he's unleashed destroys everything.,en,False,9.263,2026-09-30,0.0,0.0
1242332,Normal,Normal,"An unassuming substitute sheriff with a troubled past responds to a bank robbery in a small, sleepy town and unknowingly uncovers something far more explosive.",en,False,17.7163,2026-04-16,7.209,433.0
1368314,Passenger,Passenger,"After a young couple witnesses a gruesome highway accident, they soon realize they did not leave the crash scene alone, as a demonic presence called the Passenger that won't stop until it claims them both turns their van life adventure into a nightmare.",en,False,41.2455,2026-05-20,7.305,695.0
858024,Hamnet,Hamnet,"The powerful story of love and loss that inspired the creation of Shakespeare's timeless masterpiece, Hamlet.",en,False,22.9518,2025-11-26,7.713,1495.0
1078446,Violent Night 2,Violent Night 2,"When Santa forgets the true meaning of Christmas, he finds himself in the heart of a lively mall community in desperate need of his help. Sapped of his magic, he’ll need another way to take on the goons threatening the mall, and time is running out. Santa has to rediscover his faith in goodness and call in some last-minute reinforcements from the one person no baddie wants to tangle with: Mrs. Claus",en,False,7.7005,2026-12-02,0.0,0.0
1479832,DC,டி சி,Rebel Devadas joins forces with Chandra in a dangerous world where passion and peril collide. Their turbulent alliance demands bloodshed and tests loyalties as survival becomes the ultimate stake in their fight.,ta,False,12.6931,2026-08-07,0.0,0.0
1280784,Spades,Spades,"As a begrudged detective investigates a recent string of murders, he soon discovers his prime suspect is a mysterious vigilante out to bring down a ruthless up-and-coming crime syndicate.",en,False,2.6882,2026-06-18,0.0,0.0
1469342,Her Private Hell,Her Private Hell,"When a mysterious mist engulfs a futuristic metropolis, unleashing a deadly and elusive entity, a troubled young woman searches for her father. Her quest collides with an American GI on a harrowing odyssey to rescue his daughter from Hell.",en,False,69.4766,2026-07-23,5.371,31.0
1284016,Power Ballad,Power Ballad,"When Rick, a past-his-prime wedding singer, meets fading boy-band star Danny during a gig, the two bond over music and a late-night jam session. But when Danny turns one of Rick’s songs into the hit that reignites his career, Rick sets out to reclaim the recognition he believes he deserves - even if it means risking everything he cares about.",en,False,15.1683,2026-05-18,6.975,79.0
1458215,The Gentleman Thief,The Gentleman Thief,"A retired master thief must protect his impulsive brother from disaster when a 100 million dollar yacht heist spirals into a dangerous web of deception. Old foes emerge as the stakes rise, forcing him to use every trick he knows to stay alive.",en,False,16.2622,2026-07-31,6.3,15.0
1198994,Send Help,Send Help,"Two colleagues become stranded on a deserted island, the only survivors of a plane crash. On the island, they must overcome past grievances and work together to survive, but ultimately, it's a battle of wills and wits to make it out alive.",en,False,35.9053,2026-01-22,7.044,2087.0
1084242,Zootopia 2,Zootopia 2,"After cracking the biggest case in Zootopia's history, rookie cops Judy Hopps and Nick Wilde find themselves on the twisting trail of a great mystery when Gary De'Snake arrives and turns the animal metropolis upside down. To crack the case, Judy and Nick must go undercover to unexpected new parts of town, where their growing partnership is tested like never before.",en,False,74.5617,2025-11-26,7.68,3207.0
1288059,I Want Your Sex,I Want Your Sex,"When fresh-faced Elliot lands an exciting job for renowned artist, icon and provocateur Erika Tracy, his fantasies come true as Erika taps him to become her sexual muse. But Elliot soon finds himself out of his depth as Erika takes him on a journey more profound than he ever could have imagined, into a world of sex, obsession, power, betrayal and murder.",en,False,19.4612,2026-07-29,6.1,13.0
1423191,Resident Evil,Resident Evil,"Bryan, a medical courier, is in the process of making a delivery when a sudden outbreak occurs, forcing him to fight for survival.",en,False,10.0734,2026-09-16,0.0,0.0
1337438,Unidentified,المجهولة,"The body of a teenage girl is found in the heart of the desert, he raised many questions about the girl's personality, the lady decides to search for the circumstances of the crime and collect information about the unknown body, and solves the mystery surrounded by the crime.",ar,False,4.1342,2026-06-19,7.0,2.0
1698575,"Snoopy Presents: There's No Place Like Home, Snoopy","Snoopy Presents: There's No Place Like Home, Snoopy","When Snoopy's beloved doghouse goes missing, he tries to track it down, and learns what makes a house feel like home.",en,False,32.7039,2026-07-30,7.955,22.0
1318043,The Vanished Girl,Sauvage,"Like the hippies of yesteryear, several couples set up their own community in the heart of the Cévennes. Despite the total freedom of this lifestyle, teenager Anya becomes increasingly withdrawn and ultimately goes to live deep in the woods, much to the consternation of her family and the concern of the local population.",fr,False,2.393,2026-04-08,6.0,4.0
1493400,Camp Rock 3,Camp Rock 3,"When Connect 3 loses their opening act for a major reunion tour, they return to their beloved Camp Rock to discover the next big thing. As campers vie for the chance to open for their favorite band, tensions rise and friendships are tested - leading to unexpected alliances, revelations, and romances.",en,False,4.4034,2026-08-13,0.0,0.0
1101412,Fall 2: Deadpoint,Fall 2: Deadpoint,"On a perilous climb across Thailand's Mount Kwan, two climbers become trapped thousands of feet above the ground, where vertigo-inducing heights, sheer exposure, and impossible odds turn every moment into a fight for survival.",en,False,42.498,2026-09-02,0.0,0.0
1706919,The Ghost in the Shell,The Ghost in the Shell,"In the year 2029, Niihama City has become a technologically advanced metropolis. Due to great improvements in cybernetics, its citizens are able to replace their limbs with robotic parts. The world is now more interconnected than ever before, and the city's Public Security Section 9 is responsible for combating corruption, terrorism, and other dangerous threats following this shift toward globalisation. Theatrical screening of the English dub of the first two episodes of the 2026 anime, plus bonus content.",ja,False,3.0999,2026-06-26,8.5,2.0
1202033,Enola Holmes 3,Enola Holmes 3,"Adventure follows detective Enola Holmes to Malta, where her plans to tie the knot unravel when Sherlock's disappearance plunges her into a perilous case.",en,False,29.3273,2026-06-30,6.861,563.0
840464,Greenland 2: Migration,Greenland 2: Migration,"Having found the safety of the Greenland bunker after the comet Clarke decimated the Earth, the Garrity family must now risk everything to embark on a perilous journey across the wasteland of Europe to find a new home.",en,False,51.1066,2026-01-07,6.412,1428.0
1368166,The Housemaid,The Housemaid,"Trying to escape her past, Millie Calloway accepts a job as a live-in housemaid for the wealthy Nina and Andrew Winchester. But what begins as a dream job quickly unravels into something far more dangerous—a sexy, seductive game of secrets, scandal, and power.",en,False,43.5711,2025-12-18,7.273,2804.0
1318043,The Vanished Girl,Sauvage,"Like the hippies of yesteryear, several couples set up their own community in the heart of the Cévennes. Despite the total freedom of this lifestyle, teenager Anya becomes increasingly withdrawn and ultimately goes to live deep in the woods, much to the consternation of her family and the concern of the local population.",fr,False,2.393,2026-04-08,6.0,4.0
696393,Cold Storage,Cold Storage,"When a mutating, highly contagious fungus escapes a sealed facility, two employees – joined by a grizzled bioterror operative – must survive the wildest night shift ever to save humanity from extinction.",en,False,16.5054,2026-01-22,6.813,680.0
1728002,Poster Boy: Becoming Zyzz,Poster Boy: Becoming Zyzz,"Explores the rise, impact, and enduring mythology of Aziz Shavershian – “Zyzz” – the unlikely internet icon whose transformation from anonymous teenager to global symbol of fitness culture reshaped how a generation defines influencers, identity, and self-invention.",en,False,1.5675,2026-08-05,0.0,0.0
